X,y
0285,285
0286,286
0287,287
0289,289
0295,295
0296,296
0312,312
0316,316
0318,318
0319,319
0321,321
0324,324
0326,326
0328,328
0342,342
0345,345
0347,347
0348,348
0351,351
0354,354
0359,359
0361,361
0362,362
0364,364
0367,367
0368,368
0372,372
0374,374
0375,375
0376,376
0378,378
0379,379
0381,381
0384,384
0385,385
0386,386
0389,389
0391,391
0392,392
0394,394
0395,395
0396,396
0398,398
0416,416
0417,417
0418,418
0421,421
0423,423
0425,425
0426,426
0427,427
0428,428
0429,429
0431,431
0435,435
0437,437
0438,438
0451,451
0452,452
0453,453
0456,456
0458,458
0459,459
0461,461
0469,469
0471,471
0472,472
0473,473
0475,475
0478,478
0481,481
0482,482
0483,483
0486,486
0489,489
0491,491
0492,492
0493,493
0498,498
0514,514
0516,516
0517,517
0518,518
0519,519
0521,521
0526,526
0527,527
0529,529
0531,531
0532,532
0537,537
0538,538
0541,541
0542,542
0548,548
0549,549
0561,561
0563,563
0564,564
0567,567
0568,568
0571,571
0573,573
0579,579
0582,582
0584,584
0586,586
0587,587
0589,589
0593,593
0594,594
0597,597
0598,598
0612,612
0613,613
0614,614
0617,617
0619,619
0623,623
0625,625
0627,627
0631,631
0634,634
0635,635
0638,638
0639,639
0641,641
0643,643
0645,645
0647,647
0648,648
0649,649
0651,651
0652,652
0653,653
0654,654
0657,657
0658,658
0671,671
0674,674
0675,675
0678,678
0679,679
0684,684
0689,689
0691,691
0692,692
0693,693
0695,695
0697,697
0712,712
0713,713
0714,714
0716,716
0718,718
0719,719
0723,723
0725,725
0726,726
0728,728
0729,729
0734,734
0735,735
0736,736
0738,738
0741,741
0743,743
0746,746
0748,748
0749,749
0752,752
0753,753
0754,754
0756,756
0759,759
0761,761
0762,762
0765,765
0768,768
0769,769
0781,781
0784,784
0785,785
0786,786
0791,791
0793,793
0795,795
0798,798
0815,815
0819,819
0823,823
0824,824
0831,831
0832,832
0834,834
0835,835
0836,836
0837,837
0841,841
0843,843
0846,846
0851,851
0852,852
0853,853
0854,854
0857,857
0859,859
0862,862
0863,863
0865,865
0867,867
0869,869
0872,872
0873,873
0874,874
0876,876
0893,893
0894,894
0896,896
0913,913
0914,914
0917,917
0918,918
0921,921
0923,923
0931,931
0932,932
0936,936
0938,938
0941,941
0942,942
0943,943
0945,945
0946,946
0948,948
0951,951
0952,952
0958,958
0961,961
0962,962
0963,963
0964,964
0965,965
0968,968
0972,972
0974,974
0976,976
0978,978
0982,982
0983,983
0984,984
1023,1023
1027,1027
1034,1034
1036,1036
1037,1037
1038,1038
1039,1039
1042,1042
1046,1046
1048,1048
1049,1049
1053,1053
1054,1054
1056,1056
1057,1057
1059,1059
1062,1062
1063,1063
1064,1064
1065,1065
1068,1068
1072,1072
1073,1073
1074,1074
1075,1075
1076,1076
1082,1082
1085,1085
1086,1086
1087,1087
1093,1093
1094,1094
1096,1096
1097,1097
1204,1204
1206,1206
1207,1207
1209,1209
1235,1235
1236,1236
1240,1240
1245,1245
1247,1247
1248,1248
1249,1249
1250,1250
1256,1256
1257,1257
1263,1263
1267,1267
1268,1268
1270,1270
1275,1275
1276,1276
1278,1278
1279,1279
1284,1284
1285,1285
1286,1286
1287,1287
1289,1289
1290,1290
1293,1293
1294,1294
1295,1295
1296,1296
1297,1297
1302,1302
1304,1304
1305,1305
1306,1306
1307,1307
1308,1308
1320,1320
1325,1325
1326,1326
1327,1327
1329,1329
1342,1342
1345,1345
1346,1346
1348,1348
1350,1350
1352,1352
1354,1354
1356,1356
1358,1358
1360,1360
1362,1362
1365,1365
1367,1367
1368,1368
1370,1370
1372,1372
1374,1374
1378,1378
1379,1379
1380,1380
1384,1384
1385,1385
1387,1387
1392,1392
1394,1394
1396,1396
1397,1397
1398,1398
1403,1403
1406,1406
1407,1407
1408,1408
1423,1423
1426,1426
1432,1432
1437,1437
1438,1438
1439,1439
1452,1452
1453,1453
1456,1456
1457,1457
1460,1460
1463,1463
1465,1465
1468,1468
1469,1469
1472,1472
1473,1473
1475,1475
1476,1476
1480,1480
1485,1485
1486,1486
1489,1489
1492,1492
1495,1495
1496,1496
1503,1503
1507,1507
1508,1508
1520,1520
1524,1524
1526,1526
1528,1528
1529,1529
1532,1532
1534,1534
1536,1536
1538,1538
1542,1542
1547,1547
1548,1548
1549,1549
1560,1560
1562,1562
1569,1569
1570,1570
1573,1573
1574,1574
1576,1576
1578,1578
1580,1580
1586,1586
1587,1587
1592,1592
1593,1593
1594,1594
1596,1596
1597,1597
1598,1598
1602,1602
1604,1604
1607,1607
1609,1609
1620,1620
1625,1625
1628,1628
1630,1630
1635,1635
1637,1637
1638,1638
1647,1647
1649,1649
1652,1652
1653,1653
1654,1654
1659,1659
1670,1670
1678,1678
1679,1679
1680,1680
1682,1682
1683,1683
1684,1684
1685,1685
1687,1687
1693,1693
1695,1695
1697,1697
1703,1703
1704,1704
1705,1705
1708,1708
1709,1709
1723,1723
1726,1726
1729,1729
1730,1730
1734,1734
1740,1740
1742,1742
1743,1743
1745,1745
1750,1750
1754,1754
1756,1756
1758,1758
1760,1760
1763,1763
1765,1765
1783,1783
1784,1784
1790,1790
1792,1792
1793,1793
1794,1794
1795,1795
1796,1796
1802,1802
1803,1803
1804,1804
1805,1805
1806,1806
1807,1807
1820,1820
1823,1823
1824,1824
1826,1826
1829,1829
1834,1834
1835,1835
1839,1839
1840,1840
1842,1842
1846,1846
1847,1847
1852,1852
1853,1853
1854,1854
1862,1862
1863,1863
1864,1864
1869,1869
1870,1870
1872,1872
1874,1874
1875,1875
1879,1879
1893,1893
1894,1894
1895,1895
1896,1896
1907,1907
1908,1908
1924,1924
1927,1927
1930,1930
1932,1932
1934,1934
1936,1936
1940,1940
1942,1942
1943,1943
1945,1945
1947,1947
1948,1948
1950,1950
1953,1953
1954,1954
1956,1956
1957,1957
1958,1958
1962,1962
1964,1964
1965,1965
1967,1967
1968,1968
1970,1970
1972,1972
1973,1973
1980,1980
1982,1982
1983,1983
1986,1986
1987,1987
2015,2015
2016,2016
2018,2018
2034,2034
2037,2037
2043,2043
2047,2047
2048,2048
2051,2051
2054,2054
2056,2056
2057,2057
2063,2063
2064,2064
2065,2065
2068,2068
2069,2069
2071,2071
2073,2073
2075,2075
2076,2076
2081,2081
2084,2084
2087,2087
2089,2089
2091,2091
2093,2093
2094,2094
2096,2096
2104,2104
2105,2105
2107,2107
2130,2130
2134,2134
2143,2143
2145,2145
2146,2146
2147,2147
2148,2148
2149,2149
2150,2150
2153,2153
2154,2154
2156,2156
2158,2158
2164,2164
2167,2167
2170,2170
2173,2173
2175,2175
2183,2183
2184,2184
2185,2185
2186,2186
2189,2189
2190,2190
2193,2193
2196,2196
2197,2197
2301,2301
2305,2305
2308,2308
2309,2309
2314,2314
2315,2315
2316,2316
2318,2318
2319,2319
2341,2341
2345,2345
2346,2346
2347,2347
2348,2348
2349,2349
2350,2350
2351,2351
2354,2354
2356,2356
2358,2358
2360,2360
2361,2361
2364,2364
2365,2365
2368,2368
2370,2370
2375,2375
2376,2376
2378,2378
2380,2380
2381,2381
2384,2384
2386,2386
2387,2387
2391,2391
2395,2395
2396,2396
2397,2397
2401,2401
2403,2403
2405,2405
2407,2407
2408,2408
2415,2415
2416,2416
2418,2418
2419,2419
2430,2430
2431,2431
2435,2435
2437,2437
2450,2450
2456,2456
2457,2457
2458,2458
2461,2461
2463,2463
2465,2465
2467,2467
2468,2468
2470,2470
2473,2473
2475,2475
2478,2478
2479,2479
2480,2480
2481,2481
2483,2483
2486,2486
2489,2489
2491,2491
2493,2493
2495,2495
2498,2498
2503,2503
2504,2504
2506,2506
2517,2517
2519,2519
2534,2534
2539,2539
2540,2540
2543,2543
2547,2547
2548,2548
2549,2549
2563,2563
2564,2564
2569,2569
2570,2570
2579,2579
2580,2580
2581,2581
2584,2584
2586,2586
2587,2587
2589,2589
2590,2590
2593,2593
2594,2594
2597,2597
2598,2598
2604,2604
2607,2607
2608,2608
2610,2610
2617,2617
2618,2618
2630,2630
2631,2631
2634,2634
2637,2637
2639,2639
2640,2640
2643,2643
2645,2645
2647,2647
2648,2648
2649,2649
2653,2653
2654,2654
2657,2657
2658,2658
2673,2673
2674,2674
2675,2675
2678,2678
2680,2680
2685,2685
2687,2687
2689,2689
2695,2695
2697,2697
2701,2701
2703,2703
2704,2704
2706,2706
2713,2713
2715,2715
2716,2716
2718,2718
2719,2719
2735,2735
2738,2738
2739,2739
2740,2740
2743,2743
2745,2745
2746,2746
2748,2748
2749,2749
2750,2750
2751,2751
2753,2753
2754,2754
2756,2756
2759,2759
2761,2761
2763,2763
2764,2764
2765,2765
2769,2769
2780,2780
2781,2781
2783,2783
2784,2784
2785,2785
2789,2789
2790,2790
2791,2791
2793,2793
2795,2795
2796,2796
2801,2801
2803,2803
2804,2804
2807,2807
2809,2809
2816,2816
2819,2819
2831,2831
2835,2835
2837,2837
2839,2839
2841,2841
2843,2843
2845,2845
2846,2846
2847,2847
2849,2849
2851,2851
2864,2864
2867,2867
2870,2870
2871,2871
2874,2874
2875,2875
2876,2876
2879,2879
2891,2891
2893,2893
2896,2896
2904,2904
2905,2905
2907,2907
2910,2910
2913,2913
2915,2915
2916,2916
2917,2917
2918,2918
2930,2930
2931,2931
2934,2934
2936,2936
2937,2937
2940,2940
2941,2941
2943,2943
2946,2946
2947,2947
2951,2951
2953,2953
2956,2956
2957,2957
2964,2964
2968,2968
2971,2971
2973,2973
2975,2975
2978,2978
2983,2983
2985,2985
2986,2986
2987,2987
3015,3015
3016,3016
3017,3017
3019,3019
3021,3021
3024,3024
3028,3028
3041,3041
3042,3042
3045,3045
3047,3047
3048,3048
3049,3049
3051,3051
3057,3057
3064,3064
3078,3078
3079,3079
3081,3081
3082,3082
3084,3084
3085,3085
3086,3086
3087,3087
3091,3091
3096,3096
3097,3097
3098,3098
3105,3105
3108,3108
3109,3109
3120,3120
3124,3124
3126,3126
3128,3128
3129,3129
3140,3140
3146,3146
3147,3147
3148,3148
3149,3149
3152,3152
3159,3159
3165,3165
3167,3167
3168,3168
3169,3169
3174,3174
3175,3175
3176,3176
3178,3178
3180,3180
3182,3182
3184,3184
3186,3186
3187,3187
3190,3190
3194,3194
3195,3195
3196,3196
3197,3197
3207,3207
3208,3208
3210,3210
3214,3214
3215,3215
3216,3216
3245,3245
3246,3246
3247,3247
3248,3248
3250,3250
3254,3254
3256,3256
3257,3257
3258,3258
3259,3259
3260,3260
3265,3265
3267,3267
3268,3268
3269,3269
3270,3270
3271,3271
3274,3274
3276,3276
3278,3278
3280,3280
3284,3284
3285,3285
3287,3287
3289,3289
3290,3290
3294,3294
3295,3295
3296,3296
3297,3297
3298,3298
3401,3401
3405,3405
3406,3406
3410,3410
3419,3419
3421,3421
3425,3425
3427,3427
3450,3450
3457,3457
3458,3458
3459,3459
3462,3462
3467,3467
3468,3468
3469,3469
3470,3470
3472,3472
3475,3475
3478,3478
3481,3481
3482,3482
3486,3486
3487,3487
3491,3491
3492,3492
3495,3495
3496,3496
3498,3498
3507,3507
3508,3508
3509,3509
3510,3510
3517,3517
3518,3518
3519,3519
3520,3520
3521,3521
3526,3526
3528,3528
3529,3529
3541,3541
3548,3548
3549,3549
3560,3560
3569,3569
3571,3571
3578,3578
3580,3580
3581,3581
3582,3582
3584,3584
3586,3586
3587,3587
3589,3589
3590,3590
3592,3592
3594,3594
3596,3596
3601,3601
3602,3602
3604,3604
3605,3605
3607,3607
3608,3608
3612,3612
3615,3615
3617,3617
3620,3620
3621,3621
3624,3624
3625,3625
3627,3627
3628,3628
3641,3641
3642,3642
3645,3645
3647,3647
3648,3648
3652,3652
3654,3654
3658,3658
3659,3659
3678,3678
3679,3679
3681,3681
3682,3682
3684,3684
3685,3685
3687,3687
3690,3690
3691,3691
3694,3694
3695,3695
3697,3697
3698,3698
3701,3701
3702,3702
3705,3705
3709,3709
3715,3715
3716,3716
3721,3721
3724,3724
3728,3728
3729,3729
3740,3740
3745,3745
3746,3746
3751,3751
3754,3754
3756,3756
3760,3760
3761,3761
3780,3780
3781,3781
3784,3784
3786,3786
3789,3789
3791,3791
3792,3792
3798,3798
3802,3802
3804,3804
3805,3805
3806,3806
3810,3810
3815,3815
3819,3819
3824,3824
3825,3825
3826,3826
3827,3827
3829,3829
3842,3842
3845,3845
3847,3847
3849,3849
3850,3850
3852,3852
3854,3854
3856,3856
3857,3857
3859,3859
3860,3860
3862,3862
3864,3864
3865,3865
3867,3867
3869,3869
3870,3870
3871,3871
3872,3872
3874,3874
3875,3875
3891,3891
3894,3894
3896,3896
3902,3902
3905,3905
3906,3906
3912,3912
3915,3915
3917,3917
3924,3924
3925,3925
3926,3926
3927,3927
3940,3940
3941,3941
3942,3942
3951,3951
3952,3952
3957,3957
3958,3958
3961,3961
3962,3962
3965,3965
3967,3967
3970,3970
3974,3974
3978,3978
3980,3980
3981,3981
3982,3982
3984,3984
3985,3985
3986,3986
3987,3987
4012,4012
4013,4013
4015,4015
4018,4018
4021,4021
4027,4027
4028,4028
4029,4029
4031,4031
4032,4032
4035,4035
4036,4036
4038,4038
4051,4051
4053,4053
4056,4056
4058,4058
4059,4059
4061,4061
4062,4062
4065,4065
4067,4067
4068,4068
4069,4069
4073,4073
4076,4076
4085,4085
4087,4087
4093,4093
4096,4096
4097,4097
4098,4098
4103,4103
4105,4105
4106,4106
4107,4107
4108,4108
4109,4109
4120,4120
4126,4126
4128,4128
4130,4130
4135,4135
4137,4137
4138,4138
4139,4139
4150,4150
4153,4153
4156,4156
4159,4159
4162,4162
4163,4163
4165,4165
4167,4167
4168,4168
4169,4169
4170,4170
4172,4172
4173,4173
4175,4175
4176,4176
4178,4178
4180,4180
4182,4182
4183,4183
4185,4185
4186,4186
4187,4187
4189,4189
4190,4190
4196,4196
4201,4201
4203,4203
4205,4205
4206,4206
4208,4208
4210,4210
4213,4213
4217,4217
4218,4218
4219,4219
4231,4231
4250,4250
4251,4251
4253,4253
4257,4257
4259,4259
4261,4261
4263,4263
4265,4265
4267,4267
4269,4269
4270,4270
4271,4271
4275,4275
4276,4276
4278,4278
4279,4279
4280,4280
4281,4281
4283,4283
4285,4285
4287,4287
4289,4289
4290,4290
4291,4291
4293,4293
4295,4295
4296,4296
4301,4301
4302,4302
4305,4305
4306,4306
4307,4307
4308,4308
4309,4309
4310,4310
4315,4315
4316,4316
4318,4318
4326,4326
4327,4327
4328,4328
4329,4329
4350,4350
4351,4351
4358,4358
4359,4359
4360,4360
4361,4361
4362,4362
4365,4365
4367,4367
4368,4368
4371,4371
4375,4375
4376,4376
4382,4382
4389,4389
4391,4391
4392,4392
4395,4395
4397,4397
4501,4501
4502,4502
4503,4503
4506,4506
4509,4509
4516,4516
4517,4517
4519,4519
4520,4520
4521,4521
4526,4526
4527,4527
4530,4530
4531,4531
4536,4536
4560,4560
4561,4561
4563,4563
4568,4568
4570,4570
4572,4572
4576,4576
4578,4578
4579,4579
4580,4580
4581,4581
4583,4583
4586,4586
4587,4587
4592,4592
4593,4593
4597,4597
4598,4598
4603,4603
4610,4610
4615,4615
4617,4617
4618,4618
4620,4620
4621,4621
4623,4623
4627,4627
4629,4629
4630,4630
4631,4631
4632,4632
4637,4637
4652,4652
4653,4653
4657,4657
4659,4659
4670,4670
4673,4673
4678,4678
4680,4680
4682,4682
4683,4683
4687,4687
4690,4690
4691,4691
4692,4692
4695,4695
4701,4701
4702,4702
4703,4703
4705,4705
4706,4706
4708,4708
4709,4709
4710,4710
4712,4712
4713,4713
4716,4716
4718,4718
4719,4719
4721,4721
4725,4725
4726,4726
4728,4728
4729,4729
4731,4731
4732,4732
4736,4736
4739,4739
4750,4750
4751,4751
4756,4756
4762,4762
4769,4769
4781,4781
4782,4782
4783,4783
4785,4785
4789,4789
4791,4791
4792,4792
4796,4796
4803,4803
4805,4805
4807,4807
4809,4809
4810,4810
4815,4815
4816,4816
4817,4817
4820,4820
4821,4821
4825,4825
4826,4826
4827,4827
4831,4831
4835,4835
4836,4836
4850,4850
4857,4857
4860,4860
4861,4861
4863,4863
4865,4865
4867,4867
4870,4870
4871,4871
4872,4872
4873,4873
4876,4876
4879,4879
4892,4892
4901,4901
4903,4903
4905,4905
4913,4913
4915,4915
4916,4916
4917,4917
4918,4918
4920,4920
4921,4921
4923,4923
4927,4927
4928,4928
4930,4930
4932,4932
4951,4951
4952,4952
4961,4961
4962,4962
4967,4967
4968,4968
4970,4970
4972,4972
4973,4973
4978,4978
4980,4980
4981,4981
4982,4982
4986,4986
5013,5013
5016,5016
5017,5017
5018,5018
5019,5019
5021,5021
5027,5027
5029,5029
5031,5031
5032,5032
5034,5034
5041,5041
5042,5042
5043,5043
5046,5046
5047,5047
5061,5061
5062,5062
5063,5063
5064,5064
5067,5067
5068,5068
5069,5069
5072,5072
5074,5074
5076,5076
5078,5078
5079,5079
5081,5081
5086,5086
5087,5087
5089,5089
5092,5092
5093,5093
5102,5102
5103,5103
5104,5104
5106,5106
5107,5107
5127,5127
5129,5129
5130,5130
5132,5132
5134,5134
5138,5138
5140,5140
5142,5142
5147,5147
5148,5148
5149,5149
5162,5162
5163,5163
5167,5167
5170,5170
5172,5172
5174,5174
5178,5178
5179,5179
5186,5186
5187,5187
5189,5189
5190,5190
5193,5193
5196,5196
5198,5198
5201,5201
5204,5204
5206,5206
5207,5207
5209,5209
5213,5213
5214,5214
5216,5216
5217,5217
5218,5218
5219,5219
5230,5230
5236,5236
5237,5237
5239,5239
5240,5240
5241,5241
5243,5243
5246,5246
5247,5247
5248,5248
5249,5249
5260,5260
5261,5261
5269,5269
5270,5270
5271,5271
5273,5273
5274,5274
5278,5278
5279,5279
5281,5281
5286,5286
5291,5291
5293,5293
5294,5294
5297,5297
5298,5298
5301,5301
5304,5304
5306,5306
5307,5307
5309,5309
5310,5310
5312,5312
5318,5318
5320,5320
5321,5321
5326,5326
5327,5327
5328,5328
5346,5346
5360,5360
5362,5362
5364,5364
5367,5367
5369,5369
5370,5370
5371,5371
5378,5378
5380,5380
5381,5381
5382,5382
5384,5384
5386,5386
5387,5387
5390,5390
5391,5391
5394,5394
5396,5396
5397,5397
5398,5398
5403,5403
5406,5406
5409,5409
5410,5410
5413,5413
5416,5416
5418,5418
5419,5419
5421,5421
5426,5426
5427,5427
5430,5430
5432,5432
5436,5436
5437,5437
5438,5438
5439,5439
5460,5460
5462,5462
5463,5463
5468,5468
5469,5469
5470,5470
5471,5471
5472,5472
5473,5473
5476,5476
5479,5479
5481,5481
5482,5482
5483,5483
5486,5486
5487,5487
5489,5489
5490,5490
5491,5491
5493,5493
5498,5498
5601,5601
5602,5602
5607,5607
5609,5609
5610,5610
5612,5612
5613,5613
5614,5614
5618,5618
5623,5623
5624,5624
5628,5628
5629,5629
5631,5631
5638,5638
5641,5641
5642,5642
5643,5643
5647,5647
5649,5649
5672,5672
5673,5673
5678,5678
5680,5680
5687,5687
5691,5691
5693,5693
5704,5704
5706,5706
5709,5709
5710,5710
5712,5712
5713,5713
5714,5714
5718,5718
5720,5720
5721,5721
5724,5724
5728,5728
5730,5730
5731,5731
5734,5734
5736,5736
5740,5740
5742,5742
5743,5743
5748,5748
5761,5761
5763,5763
5768,5768
5780,5780
5781,5781
5782,5782
5786,5786
5790,5790
5791,5791
5792,5792
5793,5793
5796,5796
5801,5801
5802,5802
5804,5804
5810,5810
5814,5814
5816,5816
5819,5819
5820,5820
5821,5821
5823,5823
5824,5824
5827,5827
5831,5831
5832,5832
5834,5834
5836,5836
5837,5837
5840,5840
5843,5843
5847,5847
5849,5849
5860,5860
5862,5862
5863,5863
5867,5867
5870,5870
5873,5873
5874,5874
5876,5876
5879,5879
5891,5891
5893,5893
5894,5894
5903,5903
5904,5904
5906,5906
5908,5908
5910,5910
5912,5912
5913,5913
5917,5917
5918,5918
5921,5921
5923,5923
5924,5924
5926,5926
5930,5930
5932,5932
5938,5938
5940,5940
5941,5941
5942,5942
5947,5947
5948,5948
5961,5961
5962,5962
5963,5963
5964,5964
5968,5968
5971,5971
5972,5972
5973,5973
5978,5978
5981,5981
5983,5983
5984,5984
5986,5986
6012,6012
6013,6013
6014,6014
6018,6018
6021,6021
6025,6025
6027,6027
6028,6028
6029,6029
6031,6031
6034,6034
6035,6035
6037,6037
6038,6038
6041,6041
6043,6043
6045,6045
6048,6048
6049,6049
6051,6051
6052,6052
6058,6058
6059,6059
6072,6072
6073,6073
6074,6074
6078,6078
6079,6079
6081,6081
6082,6082
6084,6084
6085,6085
6087,6087
6092,6092
6097,6097
6098,6098
6104,6104
6105,6105
6108,6108
6120,6120
6123,6123
6124,6124
6132,6132
6135,6135
6137,6137
6138,6138
6139,6139
6140,6140
6142,6142
6143,6143
6145,6145
6147,6147
6149,6149
6152,6152
6153,6153
6158,6158
6159,6159
6172,6172
6173,6173
6174,6174
6178,6178
6179,6179
6180,6180
6187,6187
6189,6189
6193,6193
6195,6195
6198,6198
6205,6205
6207,6207
6208,6208
6209,6209
6213,6213
6214,6214
6215,6215
6217,6217
6218,6218
6219,6219
6230,6230
6231,6231
6234,6234
6235,6235
6239,6239
6241,6241
6245,6245
6247,6247
6248,6248
6251,6251
6254,6254
6270,6270
6271,6271
6273,6273
6274,6274
6275,6275
6278,6278
6281,6281
6283,6283
6285,6285
6289,6289
6291,6291
6293,6293
6294,6294
6297,6297
6298,6298
6301,6301
6305,6305
6308,6308
6312,6312
6314,6314
6317,6317
6318,6318
6319,6319
6320,6320
6321,6321
6324,6324
6325,6325
6328,6328
6340,6340
6342,6342
6349,6349
6350,6350
6351,6351
6352,6352
6357,6357
6358,6358
6359,6359
6370,6370
6371,6371
6375,6375
6378,6378
6381,6381
6382,6382
6385,6385
6387,6387
6392,6392
6394,6394
6395,6395
6397,6397
6407,6407
6408,6408
6410,6410
6412,6412
6415,6415
6417,6417
6418,6418
6419,6419
6420,6420
6421,6421
6425,6425
6427,6427
6428,6428
6429,6429
6431,6431
6432,6432
6437,6437
6438,6438
6451,6451
6453,6453
6459,6459
6471,6471
6475,6475
6478,6478
6481,6481
6482,6482
6485,6485
6487,6487
6491,6491
6492,6492
6495,6495
6501,6501
6503,6503
6504,6504
6509,6509
6510,6510
6512,6512
6513,6513
6514,6514
6517,6517
6518,6518
6521,6521
6530,6530
6531,6531
6532,6532
6534,6534
6538,6538
6539,6539
6540,6540
6541,6541
6542,6542
6543,6543
6547,6547
6549,6549
6571,6571
6572,6572
6573,6573
6574,6574
6580,6580
6581,6581
6582,6582
6587,6587
6589,6589
6591,6591
6593,6593
6594,6594
6598,6598
6701,6701
6708,6708
6709,6709
6713,6713
6715,6715
6718,6718
6719,6719
6720,6720
6723,6723
6724,6724
6725,6725
6728,6728
6729,6729
6730,6730
6731,6731
6732,6732
6734,6734
6735,6735
6739,6739
6740,6740
6741,6741
6742,6742
6748,6748
6751,6751
6753,6753
6780,6780
6782,6782
6783,6783
6785,6785
6789,6789
6790,6790
6791,6791
6792,6792
6793,6793
6794,6794
6795,6795
6802,6802
6804,6804
6805,6805
6809,6809
6810,6810
6812,6812
6814,6814
6815,6815
6820,6820
6823,6823
6824,6824
6825,6825
6829,6829
6830,6830
6831,6831
6832,6832
6834,6834
6835,6835
6842,6842
6843,6843
6845,6845
6847,6847
6849,6849
6851,6851
6852,6852
6853,6853
6854,6854
6857,6857
6859,6859
6870,6870
